treatment,age,education,black,hispanic,married,RE74,RE75,RE78,pos74,pos75
0.0,34.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,21.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0.0,33.0,12.0,1.0,0.0,0.0,0.0,0.0,5970.257,0,0
0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,1859.167,0,0
0.0,26.0,12.0,1.0,0.0,1.0,0.0,0.0,6191.943,0,0
0.0,31.0,12.0,1.0,0.0,0.0,0.0,0.0,7284.394,0,0
0.0,35.0,10.0,1.0,0.0,0.0,0.0,0.0,445.8309,0,0
0.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,7367.04,0,0
0.0,35.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,2015.503,0,0
0.0,25.0,9.0,0.0,1.0,0.0,0.0,0.0,15791.13,0,0
0.0,27.0,10.0,1.0,0.0,0.0,0.0,0.0,1135.47,0,0
0.0,20.0,11.0,0.0,1.0,0.0,0.0,0.0,6378.72,0,0
0.0,26.0,11.0,1.0,0.0,0.0,0.0,0.0,7176.187,0,0
0.0,38.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,34.0,10.0,1.0,0.0,0.0,0.0,0.0,7952.54,0,0
0.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,32.0,8.0,1.0,0.0,0.0,0.0,0.0,7152.132,0,0
0.0,20.0,9.0,0.0,1.0,0.0,0.0,0.0,8329.823,0,0
0.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,38.0,10.0,1.0,0.0,0.0,0.0,0.0,12429.91,0,0
0.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,5088.76,0,0
0.0,20.0,7.0,0.0,1.0,0.0,0.0,0.0,4374.04,0,0
0.0,21.0,11.0,1.0,0.0,0.0,0.0,0.0,1553.291,0,0
0.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,22.0,11.0,1.0,0.0,1.0,0.0,0.0,1698.304,0,0
0.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,11294.63,0,0
0.0,29.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,14626.39,0,0
0.0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,12898.38,0,0
0.0,28.0,11.0,1.0,0.0,0.0,0.0,0.0,5767.133,0,0
0.0,18.0,10.0,0.0,1.0,0.0,0.0,0.0,6527.919,0,0
0.0,26.0,10.0,1.0,0.0,0.0,0.0,0.0,3931.238,0,0
0.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,20942.24,0,0
0.0,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,26.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,36.0,10.0,1.0,0.0,0.0,0.0,0.0,14690.35,0,0
0.0,22.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,3418.097,0,0
0.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,11197.34,0,0
0.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,24.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,22.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,1455.69,0,0
0.0,29.0,12.0,1.0,0.0,0.0,0.0,0.0,1890.937,0,0
0.0,25.0,11.0,0.0,1.0,1.0,0.0,0.0,4485.616,0,0
0.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,13613.35,0,0
0.0,22.0,8.0,1.0,0.0,0.0,0.0,0.0,1390.509,0,0
0.0,55.0,3.0,1.0,0.0,0.0,0.0,0.0,5843.796,0,0
0.0,20.0,10.0,1.0,0.0,0.0,0.0,0.0,8598.522,0,0
0.0,34.0,11.0,1.0,0.0,0.0,0.0,0.0,2920.199,0,0
0.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,32.0,12.0,0.0,1.0,1.0,0.0,0.0,6735.32,0,0
0.0,31.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,50.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,11.0,1.0,0.0,1.0,0.0,0.0,44.75546,0,0
0.0,23.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,38.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,10.0,1.0,0.0,1.0,0.0,0.0,3701.812,0,0
0.0,42.0,10.0,1.0,0.0,0.0,0.0,0.0,6930.336,0,0
0.0,39.0,12.0,1.0,0.0,1.0,0.0,0.0,3795.799,0,0
0.0,34.0,13.0,1.0,0.0,1.0,0.0,0.0,5193.247,0,0
0.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,2193.528,0,0
0.0,32.0,11.0,1.0,0.0,0.0,0.0,0.0,11120.53,0,0
0.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,7609.518,0,0
0.0,26.0,10.0,1.0,0.0,0.0,0.0,0.0,2169.027,0,0
0.0,44.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,1264.232,0,0
0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,32.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,22.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,19.0,9.0,1.0,0.0,0.0,0.0,0.0,5712.643,0,0
0.0,31.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,33.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,27.0,10.0,1.0,0.0,0.0,0.0,0.0,1184.882,0,0
0.0,29.0,11.0,1.0,0.0,1.0,0.0,0.0,10225.88,0,0
0.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,25.0,9.0,1.0,0.0,1.0,0.0,0.0,4715.371,0,0
0.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,289.7899,0,0
0.0,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,8190.421,0,0
0.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0,4813.05,0,0
0.0,30.0,14.0,1.0,0.0,1.0,0.0,0.0,7344.678,0,0
0.0,25.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,29.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,25.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,28.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,4350.907,0,0
0.0,54.0,11.0,1.0,0.0,0.0,0.0,0.0,7812.522,0,0
0.0,33.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0.0,20.0,8.0,1.0,0.0,0.0,0.0,0.0,3644.655,0,0
0.0,45.0,9.0,1.0,0.0,0.0,0.0,0.0,4844.803,0,0
0.0,39.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,14792.9,0,0
0.0,33.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
0.0,25.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,23.0,8.0,1.0,0.0,0.0,0.0,0.0,3746.701,0,0
0.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,1568.15,0,0
0.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,7010.444,0,0
0.0,19.0,9.0,0.0,1.0,0.0,0.0,0.0,3811.683,0,0
0.0,18.0,8.0,0.0,1.0,0.0,0.0,0.0,10798.56,0,0
0.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,4657.273,0,0
0.0,17.0,11.0,1.0,0.0,0.0,0.0,0.0,8551.533,0,0
0.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,4309.878,0,0
0.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,5286.396,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,12486.17,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,10877.35,0,0
0.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,202.2847,0,0
0.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,2657.705,0,0
0.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,4132.577,0,0
0.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,11303.14,0,0
0.0,19.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,2189.426,0,0
0.0,19.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,10210.99,0,0
0.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,11048.08,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,8993.865,0,0
0.0,19.0,6.0,0.0,1.0,0.0,0.0,0.0,5071.801,0,0
0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,3194.01,0,0
0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,20.0,9.0,1.0,0.0,0.0,0.0,0.0,5193.089,0,0
0.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,275.5661,0,0
0.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,3590.702,0,0
0.0,19.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,19.0,10.0,1.0,0.0,1.0,0.0,0.0,12797.67,0,0
0.0,20.0,9.0,1.0,0.0,0.0,0.0,0.0,2035.914,0,0
0.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,2389.679,0,0
0.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,10.0,0.0,1.0,0.0,0.0,0.0,8469.275,0,0
0.0,19.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,1143.387,0,0
0.0,17.0,9.0,0.0,1.0,0.0,0.0,0.0,5114.814,0,0
0.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,781.2243,0,0
0.0,21.0,9.0,1.0,0.0,0.0,591.4991,0.0,3343.224,1,0
0.0,18.0,10.0,1.0,0.0,0.0,1563.249,0.0,9602.439,1,0
0.0,19.0,11.0,1.0,0.0,0.0,1626.623,0.0,0.0,1,0
0.0,24.0,9.0,1.0,0.0,0.0,2788.498,0.0,16461.57,1,0
0.0,28.0,11.0,0.0,1.0,1.0,3472.948,0.0,6771.622,1,0
0.0,25.0,11.0,1.0,0.0,0.0,5281.245,0.0,0.0,1,0
0.0,21.0,7.0,1.0,0.0,0.0,33799.95,0.0,11011.57,1,0
0.0,39.0,11.0,1.0,0.0,0.0,0.0,83.68964,0.0,0,1
0.0,36.0,12.0,1.0,0.0,0.0,0.0,142.3973,0.0,0,1
0.0,24.0,12.0,1.0,0.0,0.0,0.0,159.8847,0.0,0,1
0.0,17.0,11.0,1.0,0.0,0.0,989.2678,165.2077,4251.127,1,1
0.0,18.0,10.0,1.0,0.0,0.0,960.4268,240.1067,2891.668,1,1
0.0,18.0,10.0,1.0,0.0,0.0,0.0,273.5525,5514.365,0,1
0.0,28.0,10.0,1.0,0.0,0.0,1471.293,367.8234,4858.895,1,1
0.0,27.0,13.0,0.0,0.0,0.0,5214.306,474.5018,4812.576,1,1
0.0,31.0,12.0,0.0,0.0,0.0,0.0,494.643,0.0,0,1
0.0,22.0,9.0,1.0,0.0,0.0,0.0,506.4076,604.1987,0,1
0.0,31.0,10.0,1.0,0.0,0.0,0.0,520.4463,14527.88,0,1
0.0,26.0,10.0,1.0,0.0,1.0,6140.367,558.7734,0.0,1,1
0.0,18.0,9.0,0.0,0.0,0.0,0.0,559.596,7300.498,0,1
0.0,23.0,11.0,1.0,0.0,0.0,6382.309,580.7901,0.0,1,1
0.0,20.0,12.0,1.0,0.0,0.0,0.0,591.8151,4159.919,0,1
0.0,19.0,10.0,1.0,0.0,0.0,0.0,604.1539,0.0,0,1
0.0,18.0,11.0,1.0,0.0,0.0,1064.699,645.2723,5497.591,1,1
0.0,17.0,10.0,1.0,0.0,0.0,0.0,664.569,0.0,0,1
0.0,27.0,12.0,1.0,0.0,1.0,0.0,752.3901,0.0,0,1
0.0,27.0,11.0,1.0,0.0,0.0,3065.194,766.2986,0.0,1,1
0.0,28.0,12.0,0.0,0.0,0.0,0.0,803.343,16477.02,0,1
0.0,28.0,11.0,1.0,0.0,0.0,2431.949,863.4795,0.0,1,1
0.0,21.0,10.0,1.0,0.0,0.0,6661.063,1162.362,39483.53,1,1
0.0,17.0,10.0,0.0,1.0,0.0,4905.119,1168.902,11306.27,1,1
0.0,26.0,11.0,1.0,0.0,0.0,4699.963,1174.991,6672.021,1,1
0.0,29.0,9.0,1.0,0.0,0.0,0.0,1203.824,9378.653,0,1
0.0,17.0,10.0,0.0,1.0,0.0,1203.609,1239.628,5088.986,1,1
0.0,22.0,11.0,1.0,0.0,0.0,7914.131,1321.66,2639.29,1,1
0.0,24.0,11.0,1.0,0.0,0.0,0.0,1327.993,9495.902,0,1
0.0,20.0,12.0,1.0,0.0,0.0,557.6988,1371.473,20893.11,1,1
0.0,18.0,12.0,1.0,0.0,0.0,0.0,1405.512,0.0,0,1
0.0,24.0,11.0,0.0,0.0,0.0,2669.725,1468.383,10361.69,1,1
0.0,21.0,9.0,0.0,0.0,0.0,2988.412,1577.167,1740.199,1,1
0.0,30.0,8.0,1.0,0.0,0.0,0.0,1706.657,0.0,0,1
0.0,31.0,11.0,1.0,0.0,0.0,17711.88,1726.445,0.0,1,1
0.0,17.0,10.0,0.0,1.0,0.0,1442.681,1734.559,6354.194,1,1
0.0,19.0,9.0,1.0,0.0,0.0,8409.627,1778.089,7171.0,1,1
0.0,23.0,11.0,1.0,0.0,0.0,0.0,1896.023,5573.547,0,1
0.0,22.0,12.0,1.0,0.0,0.0,4380.017,2003.68,439.6881,1,1
0.0,29.0,12.0,1.0,0.0,0.0,22859.44,2080.209,16969.95,1,1
0.0,22.0,10.0,1.0,0.0,0.0,0.0,2174.955,5344.021,0,1
0.0,29.0,13.0,1.0,0.0,0.0,718.2492,2265.579,2725.322,1,1
0.0,19.0,11.0,1.0,0.0,0.0,721.3406,2445.589,9772.283,1,1
0.0,17.0,9.0,1.0,0.0,0.0,0.0,2595.267,0.0,0,1
0.0,18.0,10.0,1.0,0.0,0.0,1716.509,2682.125,0.0,1,1
0.0,19.0,12.0,1.0,0.0,0.0,8417.0,2814.195,1720.907,1,1
0.0,20.0,6.0,1.0,0.0,0.0,6006.879,2850.61,0.0,1,1
0.0,33.0,11.0,1.0,0.0,0.0,10523.83,2899.82,18859.89,1,1
0.0,36.0,11.0,0.0,1.0,0.0,5443.734,3063.878,1324.542,1,1
0.0,25.0,11.0,1.0,0.0,0.0,15209.99,3072.726,284.6584,1,1
0.0,19.0,11.0,1.0,0.0,0.0,3504.014,3285.68,11195.93,1,1
0.0,23.0,8.0,1.0,0.0,0.0,7724.283,3403.056,0.0,1,1
0.0,17.0,11.0,1.0,0.0,0.0,4080.73,3796.029,0.0,1,1
0.0,43.0,10.0,1.0,0.0,0.0,2502.868,4128.443,7565.273,1,1
0.0,26.0,11.0,1.0,0.0,1.0,0.0,4184.732,0.0,0,1
0.0,27.0,11.0,1.0,0.0,1.0,0.0,4491.884,0.0,0,1
0.0,19.0,11.0,1.0,0.0,0.0,6337.492,4503.064,0.0,1,1
0.0,28.0,11.0,1.0,0.0,1.0,8593.163,5393.895,4974.586,1,1
0.0,28.0,12.0,1.0,0.0,1.0,10585.13,5551.456,12780.02,1,1
0.0,26.0,8.0,1.0,0.0,0.0,1126.29,5562.598,3523.578,1,1
0.0,31.0,12.0,1.0,0.0,0.0,0.0,5613.909,0.0,0,1
0.0,23.0,11.0,1.0,0.0,0.0,7617.362,5716.407,10274.84,1,1
0.0,20.0,12.0,1.0,0.0,0.0,7182.492,6004.728,4779.72,1,1
0.0,28.0,10.0,1.0,0.0,1.0,8293.345,6449.48,16988.18,1,1
0.0,39.0,12.0,1.0,0.0,1.0,19785.32,6608.137,499.2572,1,1
0.0,21.0,8.0,1.0,0.0,0.0,39570.68,6608.304,3083.581,1,1
0.0,22.0,11.0,1.0,0.0,0.0,8810.067,6974.484,3708.719,1,1
0.0,20.0,11.0,1.0,0.0,0.0,8009.164,7666.875,7659.218,1,1
0.0,21.0,11.0,0.0,1.0,0.0,2992.534,8920.471,20857.84,1,1
0.0,23.0,12.0,0.0,1.0,0.0,5721.696,8960.684,7078.178,1,1
0.0,29.0,9.0,1.0,0.0,0.0,9268.943,9160.693,0.0,1,1
0.0,28.0,9.0,1.0,0.0,1.0,10222.41,9210.447,1239.844,1,1
0.0,30.0,11.0,1.0,0.0,1.0,0.0,9311.938,3982.801,0,1
0.0,25.0,10.0,1.0,0.0,1.0,13519.97,9319.444,0.0,1,1
0.0,28.0,11.0,1.0,0.0,1.0,824.3889,10033.91,0.0,1,1
0.0,22.0,10.0,0.0,0.0,0.0,27864.36,10598.67,7094.92,1,1
0.0,44.0,9.0,1.0,0.0,1.0,12260.78,10857.24,12359.31,1,1
0.0,21.0,9.0,1.0,0.0,0.0,31886.43,12357.22,0.0,1,1
0.0,28.0,11.0,1.0,0.0,0.0,17491.45,13371.25,0.0,1,1
0.0,29.0,9.0,0.0,1.0,0.0,9594.308,16341.16,16900.3,1,1
0.0,25.0,9.0,1.0,0.0,1.0,24731.62,16946.63,7343.964,1,1
0.0,22.0,10.0,0.0,0.0,1.0,25720.92,23031.98,5448.801,1,1
1.0,37.0,11.0,1.0,0.0,1.0,0.0,0.0,9930.046,0,0
1.0,22.0,9.0,0.0,1.0,0.0,0.0,0.0,3595.894,0,0
1.0,30.0,12.0,1.0,0.0,0.0,0.0,0.0,24909.45,0,0
1.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,7506.146,0,0
1.0,33.0,8.0,1.0,0.0,0.0,0.0,0.0,289.7899,0,0
1.0,22.0,9.0,1.0,0.0,0.0,0.0,0.0,4056.494,0,0
1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,32.0,11.0,1.0,0.0,0.0,0.0,0.0,8472.158,0,0
1.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,2164.022,0,0
1.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,12418.07,0,0
1.0,19.0,9.0,1.0,0.0,0.0,0.0,0.0,8173.908,0,0
1.0,21.0,13.0,1.0,0.0,0.0,0.0,0.0,17094.64,0,0
1.0,18.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,27.0,10.0,1.0,0.0,1.0,0.0,0.0,18739.93,0,0
1.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,3023.879,0,0
1.0,19.0,10.0,1.0,0.0,0.0,0.0,0.0,3228.503,0,0
1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,14581.86,0,0
1.0,23.0,10.0,1.0,0.0,0.0,0.0,0.0,7693.4,0,0
1.0,40.0,12.0,1.0,0.0,0.0,0.0,0.0,10804.32,0,0
1.0,26.0,12.0,1.0,0.0,0.0,0.0,0.0,10747.35,0,0
1.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,41.0,14.0,0.0,0.0,0.0,0.0,0.0,5149.501,0,0
1.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,6408.95,0,0
1.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,1991.4,0,0
1.0,18.0,10.0,1.0,0.0,0.0,0.0,0.0,11163.17,0,0
1.0,29.0,11.0,1.0,0.0,1.0,0.0,0.0,9642.999,0,0
1.0,25.0,11.0,1.0,0.0,0.0,0.0,0.0,9897.049,0,0
1.0,27.0,10.0,0.0,1.0,0.0,0.0,0.0,11142.87,0,0
1.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,16218.04,0,0
1.0,24.0,11.0,1.0,0.0,0.0,0.0,0.0,995.7002,0,0
1.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,48.0,4.0,1.0,0.0,0.0,0.0,0.0,6551.592,0,0
1.0,25.0,11.0,1.0,0.0,1.0,0.0,0.0,1574.424,0,0
1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,3191.753,0,0
1.0,42.0,14.0,1.0,0.0,0.0,0.0,0.0,20505.93,0,0
1.0,25.0,5.0,1.0,0.0,0.0,0.0,0.0,6181.88,0,0
1.0,23.0,12.0,1.0,0.0,1.0,0.0,0.0,5911.551,0,0
1.0,46.0,8.0,1.0,0.0,1.0,0.0,0.0,3094.156,0,0
1.0,24.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,1254.582,0,0
1.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,13188.83,0,0
1.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,8061.485,0,0
1.0,18.0,8.0,0.0,1.0,1.0,0.0,0.0,2787.96,0,0
1.0,20.0,11.0,1.0,0.0,0.0,0.0,0.0,3972.54,0,0
1.0,25.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
1.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,17.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,25.0,5.0,1.0,0.0,0.0,0.0,0.0,12187.41,0,0
1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,4843.176,0,0
1.0,28.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,31.0,11.0,1.0,0.0,1.0,0.0,0.0,8087.487,0,0
1.0,18.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,2348.973,0,0
1.0,30.0,11.0,1.0,0.0,1.0,0.0,0.0,590.7818,0,0
1.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,37.0,9.0,1.0,0.0,0.0,0.0,0.0,1067.506,0,0
1.0,41.0,4.0,1.0,0.0,1.0,0.0,0.0,7284.986,0,0
1.0,42.0,14.0,1.0,0.0,1.0,0.0,0.0,13167.52,0,0
1.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,1048.432,0,0
1.0,17.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,29.0,8.0,1.0,0.0,0.0,0.0,0.0,1923.938,0,0
1.0,35.0,10.0,1.0,0.0,0.0,0.0,0.0,4666.236,0,0
1.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,549.2984,0,0
1.0,29.0,4.0,1.0,0.0,0.0,0.0,0.0,762.9146,0,0
1.0,28.0,9.0,1.0,0.0,0.0,0.0,0.0,10694.29,0,0
1.0,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,45.0,5.0,1.0,0.0,1.0,0.0,0.0,8546.715,0,0
1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,7479.656,0,0
1.0,27.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,647.2046,0,0
1.0,18.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,11965.81,0,0
1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,9598.541,0,0
1.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,18783.35,0,0
1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,18678.08,0,0
1.0,21.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
