treatment,age,education,black,hispanic,married,RE74,RE75,RE78,pos74,pos75
0.0,44.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,28.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,55.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
0.0,47.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,50.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,4728.725,0,0
0.0,49.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,55.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,34.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,34.0,16.0,0.0,0.0,1.0,0.0,0.0,11821.813,0,0
0.0,55.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
0.0,52.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,52.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,30.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,46.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,53.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,26.0,16.0,0.0,0.0,0.0,0.0,0.0,9014.1321,0,0
0.0,49.0,12.0,0.0,0.0,1.0,0.0,0.0,13299.538999999999,0,0
0.0,39.0,15.0,0.0,0.0,1.0,0.0,0.0,1921.0445,0,0
0.0,26.0,17.0,0.0,0.0,1.0,0.0,0.0,11821.813,0,0
0.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,31.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,39.0,17.0,0.0,1.0,1.0,0.0,0.0,8866.3594,0,0
0.0,40.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,27.0,13.0,0.0,0.0,1.0,0.0,0.0,28076.805,0,0
0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,41.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,50.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,12930.108,0,0
0.0,45.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,33.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,31.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,36.0,12.0,1.0,0.0,1.0,0.0,0.0,17732.718999999997,0,0
0.0,44.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,28.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,30.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,42.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,30.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,27.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,45.0,12.0,0.0,0.0,1.0,0.0,0.0,22165.898999999998,0,0
0.0,35.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,17.0,0.0,0.0,1.0,0.0,0.0,66497.696,0,0
0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,47.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,48.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,42.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,43.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,46.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,29.0,16.0,0.0,0.0,1.0,0.0,0.0,8396.4424,0,0
0.0,39.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,32.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,48.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,41.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,42.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,29.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,26.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,43.0,17.0,0.0,0.0,1.0,0.0,0.0,36943.164,0,0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,48.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,44.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,38.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,27.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,51.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,39.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,55.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,54.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,34.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,50.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,50.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
0.0,21.0,14.0,0.0,1.0,0.0,0.0,71.612903,3657.3733,0,1
0.0,26.0,12.0,0.0,0.0,1.0,0.0,71.612903,0.0,0,1
0.0,21.0,13.0,0.0,0.0,0.0,0.0,692.8548400000001,2659.9078,0,1
0.0,23.0,16.0,0.0,0.0,1.0,0.0,1521.7742,0.0,0,1
0.0,21.0,15.0,0.0,0.0,0.0,0.0,3222.5806,14777.266000000001,0,1
0.0,23.0,14.0,0.0,0.0,0.0,0.0,3401.6129,5319.8157,0,1
0.0,27.0,16.0,0.0,0.0,1.0,0.0,4833.871,0.0,0,1
0.0,25.0,12.0,0.0,0.0,1.0,0.0,5729.0323,26599.077999999998,0,1
0.0,27.0,17.0,0.0,0.0,0.0,0.0,6087.0968,7388.6329,0,1
0.0,55.0,12.0,0.0,0.0,1.0,0.0,6266.129,10344.086,0,1
0.0,20.0,12.0,0.0,0.0,1.0,0.0,7161.2903,0.0,0,1
0.0,18.0,12.0,0.0,0.0,1.0,0.0,8056.4516,19210.445,0,1
0.0,27.0,12.0,0.0,0.0,1.0,0.0,8235.4839,20688.172,0,1
0.0,28.0,16.0,0.0,0.0,1.0,0.0,8951.6129,36943.164,0,1
0.0,36.0,12.0,1.0,0.0,1.0,0.0,8951.6129,11821.813,0,1
0.0,33.0,13.0,1.0,0.0,1.0,0.0,10741.935,20688.172,0,1
0.0,36.0,12.0,0.0,0.0,1.0,0.0,10741.935,0.0,0,1
0.0,27.0,13.0,0.0,0.0,1.0,0.0,16112.903,29554.531000000003,0,1
0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.718999999997,0,1
0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.718999999997,0,1
0.0,45.0,17.0,0.0,0.0,1.0,0.0,16112.903,17732.718999999997,0,1
0.0,31.0,12.0,0.0,0.0,1.0,0.0,17903.226000000002,0.0,0,1
0.0,34.0,12.0,0.0,0.0,1.0,0.0,17903.226000000002,63542.242999999995,0,1
0.0,34.0,12.0,0.0,0.0,1.0,0.0,17903.226000000002,63542.242999999995,0,1
0.0,47.0,14.0,0.0,0.0,1.0,0.0,17903.226000000002,22165.898999999998,0,1
0.0,35.0,16.0,0.0,0.0,1.0,0.0,19693.548,17732.718999999997,0,1
0.0,43.0,17.0,0.0,0.0,1.0,0.0,21161.612999999998,29554.531000000003,0,1
0.0,25.0,12.0,1.0,0.0,1.0,0.0,21483.871,1220.6022,0,1
0.0,29.0,15.0,0.0,0.0,0.0,0.0,21483.871,22313.671000000002,0,1
0.0,31.0,12.0,0.0,0.0,1.0,0.0,21483.871,20688.172,0,1
0.0,52.0,12.0,0.0,0.0,1.0,0.0,21483.871,22165.898999999998,0,1
0.0,22.0,16.0,0.0,0.0,0.0,0.0,22558.065,32509.985,0,1
0.0,53.0,15.0,0.0,0.0,1.0,0.0,24169.355,28076.805,0,1
0.0,29.0,17.0,0.0,0.0,1.0,0.0,25959.677000000003,36898.833,0,1
0.0,31.0,13.0,0.0,0.0,1.0,0.0,25959.677000000003,39898.617999999995,0,1
0.0,35.0,12.0,0.0,0.0,1.0,0.0,26138.71,29554.531000000003,0,1
0.0,29.0,16.0,0.0,0.0,1.0,0.0,26854.839,23643.625,0,1
0.0,39.0,12.0,0.0,0.0,1.0,0.0,28645.161,31032.257999999998,0,1
0.0,37.0,14.0,0.0,0.0,1.0,0.0,32225.806,0.0,0,1
0.0,30.0,14.0,0.0,0.0,1.0,0.0,32225.806,22165.898999999998,0,1
0.0,43.0,17.0,0.0,0.0,1.0,0.0,42251.613,41376.344,0,1
0.0,32.0,17.0,0.0,0.0,1.0,0.0,46548.387,39898.617999999995,0,1
0.0,44.0,12.0,0.0,0.0,1.0,0.0,71612.90299999999,81274.962,0,1
0.0,32.0,16.0,0.0,0.0,1.0,577.98371,6910.6452,18609.011000000002,1,1
0.0,43.0,12.0,1.0,0.0,1.0,715.13238,1879.8387,5910.9063,1,1
0.0,24.0,12.0,1.0,0.0,0.0,783.70672,0.0,10344.086,1,0
0.0,22.0,13.0,0.0,0.0,0.0,783.70672,0.0,2305.2535,1,0
0.0,35.0,15.0,0.0,0.0,1.0,979.6334,537.09677,0.0,1,1
0.0,26.0,15.0,0.0,0.0,0.0,979.6334,1879.8387,3250.9985,1,1
0.0,29.0,17.0,0.0,0.0,1.0,979.6334,8951.6129,0.0,1,1
0.0,23.0,12.0,1.0,0.0,0.0,1077.5967,3222.5806,5910.9063,1,1
0.0,19.0,12.0,0.0,0.0,1.0,1154.0081,8593.5484,26599.077999999998,1,1
0.0,48.0,16.0,0.0,0.0,1.0,1240.2159,1466.2742,1152.6267,1,1
0.0,48.0,16.0,0.0,0.0,1.0,1240.2159,1466.2742,1152.6267,1,1
